channel,url,inc,avg,diff,time
jonzherka,https://clips.twitch.tv/RelatedPlayfulBatItsBoshyTime-BMTEFNxrbUBgYLGE/edit,32,21.06,1.52,2022-03-04 07:33:56.804415
jonzherka,https://clips.twitch.tv/LightAffluentMouseTTours-6e45-75JsJ2ndfub/edit,21,14.92,1.41,2022-03-04 07:36:38.941477
jonzherka,https://clips.twitch.tv/CoyFunnyCheeseCurseLit-wCU8S8e4kdA6d6Qk/edit,22,15.06,1.46,2022-03-04 07:37:06.059722
jonzherka,https://clips.twitch.tv/BillowingCooperativeOstrichOptimizePrime-8wL8v6KegxSlfzp9/edit,26,16.86,1.54,2022-03-04 07:37:50.150641
jonzherka,https://clips.twitch.tv/JoyousAbrasiveAxeCoolStoryBro-Tq_lxH7YQr4RGvk2/edit,15,10.37,1.45,2022-03-04 07:39:07.030750
jonzherka,https://clips.twitch.tv/CoyNicePigBabyRage-3Xr88BuEUJVfq1-B/edit,15,10.0,1.5,2022-03-04 07:39:44.962905
jonzherka,https://clips.twitch.tv/AmazonianMoldyFrogDeIlluminati-YMf8NACHgZI0AlIS/edit,24,13.92,1.72,2022-03-04 07:40:05.766834
jonzherka,https://clips.twitch.tv/LovelyRoughLatteCclamChamp-xIp_Gq5EoLEXC-0T/edit,16,10.57,1.51,2022-03-04 07:41:56.137844
jonzherka,https://clips.twitch.tv/HumbleShyDotterelBCWarrior-ZNX4IGDY24tFaYK8/edit,16,10.92,1.47,2022-03-04 07:42:57.286681
jonzherka,https://clips.twitch.tv/ComfortableDistinctSalmonBuddhaBar-bH5TnksN5_TRQO-p/edit,20,13.45,1.49,2022-03-04 07:44:43.274586
jonzherka,https://clips.twitch.tv/ShinySarcasticCheddarAMPEnergy-aj7rTF7GxvZqGZpd/edit,24,16.0,1.5,2022-03-04 07:46:25.229541
jonzherka,https://clips.twitch.tv/UnsightlyConsiderateGiraffeBrainSlug-SYBgfjrpCe_imDC3/edit,34,22.43,1.52,2022-03-04 07:46:54.107679
jonzherka,https://clips.twitch.tv/KindExpensiveLionSoonerLater-RJ1I7mt93zVitN5Y/edit,15,10.53,1.42,2022-03-04 07:48:08.366191
jonzherka,https://clips.twitch.tv/AffluentTenuousChipmunkFunRun-wTtRvInxwIAeTFOg/edit,17,11.9,1.43,2022-03-04 07:50:18.497282
jonzherka,https://clips.twitch.tv/IntelligentAmusedJamMVGame-U4UeAJoHqr0r8kM4/edit,45,23.45,1.92,2022-03-04 07:50:39.459649
jonzherka,https://clips.twitch.tv/DrabRudeBasenjiKappaPride-to8YWPe77qt_sjHx/edit,31,21.53,1.44,2022-03-04 07:51:44.370111
jonzherka,https://clips.twitch.tv/BreakableZanyPheasantNotLikeThis-F_QMGKW3dXtLd4aC/edit,17,11.96,1.42,2022-03-04 07:53:22.600501
jonzherka,https://clips.twitch.tv/TransparentSplendidAntelopeFailFish-_ToSXkI0jU9CVavg/edit,10,6.69,1.49,2022-03-04 07:54:40.712100
jonzherka,https://clips.twitch.tv/SmellyFlirtyStarDerp-K90zpVvI71kjY-WF/edit,17,8.41,2.02,2022-03-04 07:55:04.627461
jonzherka,https://clips.twitch.tv/WonderfulEnthusiasticChickenSwiftRage-rUECMfEu5Z_Tq7pj/edit,23,16.18,1.42,2022-03-04 07:57:47.753254
jonzherka,https://clips.twitch.tv/BlazingSoftNigiriPJSugar-S28uO-O1TGcN-nr7/edit,29,20.57,1.41,2022-03-04 07:59:05.985426
jonzherka,https://clips.twitch.tv/FitMagnificentBananaWTRuck-iy9uXqzW_YxoXkki/edit,39,26.51,1.47,2022-03-04 07:59:27.626956
jonzherka,https://clips.twitch.tv/ObservantCloudyWhaleFailFish-DpbWgE_0-idtEK-s/edit,15,10.27,1.46,2022-03-04 08:01:38.775109
jonzherka,https://clips.twitch.tv/TolerantPhilanthropicPangolinAMPEnergyCherry-20DR9GXflKdCZi4f/edit,40,20.67,1.93,2022-03-04 08:01:59.595256
jonzherka,https://clips.twitch.tv/MuddyTalentedLapwingRuleFive-3UXRM4oqS4_37jrX/edit,33,22.22,1.48,2022-03-04 08:02:56.699584
jonzherka,https://clips.twitch.tv/BashfulDirtyCasetteTebowing-Azxk59o4hTyhrVra/edit,12,8.22,1.46,2022-03-04 08:05:52.726833
jonzherka,https://clips.twitch.tv/BlueBravePidgeonRlyTho-7_-Nu64vbNMIi3qr/edit,16,9.73,1.64,2022-03-04 08:06:13.702738
jonzherka,https://clips.twitch.tv/TawdryResilientDumplingsSMOrc-CMkFPDERXORq8vjl/edit,14,9.76,1.44,2022-03-04 08:08:06.613177
jonzherka,https://clips.twitch.tv/KathishHelpfulClintNononoCat-NCxYsBgzc6HewpAd/edit,27,14.29,1.89,2022-03-04 08:08:27.516930
jonzherka,https://clips.twitch.tv/AntediluvianEnticingCroissantOSsloth-6WrYeZ8JAXImR2GM/edit,35,23.37,1.5,2022-03-04 08:08:49.494855
jonzherka,https://clips.twitch.tv/TransparentCrispyClintChefFrank-_VtHvrcsw3mCAKFB/edit,14,8.96,1.56,2022-03-04 08:10:59.623983
jonzherka,https://clips.twitch.tv/ExcitedGoodKoalaANELE-B5HBQ2dvvRl47bkX/edit,27,14.35,1.88,2022-03-04 08:11:20.488320
jonzherka,https://clips.twitch.tv/CrepuscularSmellyMochaTF2John-uZiIfTUiexjsai4x/edit,27,19.14,1.41,2022-03-04 08:13:04.453773
jonzherka,https://clips.twitch.tv/BlushingWrongPidgeonEleGiggle-OcFkopMid_yMaXDs/edit,18,12.08,1.49,2022-03-04 08:15:00.420895
jonzherka,https://clips.twitch.tv/PowerfulJollyAxePartyTime-Q_ERwfeeeIgFIkiq/edit,24,16.78,1.43,2022-03-04 08:15:21.435226
jonzherka,https://clips.twitch.tv/ResourcefulFaintFlamingoOSkomodo-Fk4Yi3_67fPcXGhJ/edit,27,18.8,1.44,2022-03-04 08:17:22.397056
jonzherka,https://clips.twitch.tv/ConcernedChillyWallabyDxAbomb-h68j804s43b-uWJP/edit,26,16.27,1.6,2022-03-04 08:18:20.265060
jonzherka,https://clips.twitch.tv/SullenExquisiteBatOSsloth-jtB-LrqDRV-RGS0s/edit,27,18.8,1.44,2022-03-04 08:19:21.179651
jonzherka,https://clips.twitch.tv/CourteousRudeDunlinRitzMitz-f0TPBJHrQRHuKdjE/edit,20,13.0,1.54,2022-03-04 08:20:34.201873
jonzherka,https://clips.twitch.tv/SuspiciousPopularShrewMcaT-AhTmVNCH1csaBZNv/edit,18,9.57,1.88,2022-03-04 08:22:50.259227
jonzherka,https://clips.twitch.tv/CleverMotionlessKoupreyOhMyDog-YXdoyg2hClSNYpjt/edit,83,34.24,2.42,2022-03-04 08:23:11.205904
jonzherka,https://clips.twitch.tv/PoliteOddLampOMGScoots-BHC6uvRAW2ZlreJp/edit,20,13.49,1.48,2022-03-04 08:24:53.107718
jonzherka,https://clips.twitch.tv/SpotlessArborealPlumPeteZaroll-zogdNephyg8vV-gb/edit,23,16.43,1.4,2022-03-04 08:25:19.079665
jonzherka,https://clips.twitch.tv/CooperativeAthleticElkKeyboardCat-G9n0C-8ePYGpJq_k/edit,15,10.65,1.41,2022-03-04 08:26:40.222372
jonzherka,https://clips.twitch.tv/CautiousSeductiveKimchiChefFrank-H2WYEfk4VlkABPFp/edit,13,8.39,1.55,2022-03-04 08:27:35.131664
jonzherka,https://clips.twitch.tv/BoredConsiderateNostrilKappaRoss-isgEQ2Npu_8CAzkT/edit,28,18.2,1.54,2022-03-04 08:27:56.266913
jonzherka,https://clips.twitch.tv/BumblingCleanIcecreamCharlietheUnicorn-ps-fU772xAbDnguS/edit,13,8.39,1.55,2022-03-04 08:29:44.402532
jonzherka,https://clips.twitch.tv/ProudKawaiiBarracudaAliens-Lu4eEyshGSrJ7cvg/edit,15,9.67,1.55,2022-03-04 08:30:06.370157
jonzherka,https://clips.twitch.tv/CuteDignifiedSardineRalpherZ-mmqh6At9waw31R8C/edit,11,7.84,1.4,2022-03-04 08:32:43.402503
jonzherka,https://clips.twitch.tv/ExpensiveNastyMochaHassaanChop-HmD-Mc1lbP0v8qA3/edit,9,5.96,1.51,2022-03-04 08:34:09.481212
jonzherka,https://clips.twitch.tv/ObservantTrustworthyOxSaltBae-idnxUTOwYicDtzKS/edit,12,8.0,1.5,2022-03-04 08:34:30.305161
jonzherka,https://clips.twitch.tv/GorgeousObedientMangoMingLee-Ba2qnG3iOFINMv9f/edit,18,11.51,1.56,2022-03-04 08:34:51.199110
jonzherka,https://clips.twitch.tv/AbstruseFastFloofKlappa-X15bh-TPU4eVMm4F/edit,19,13.12,1.45,2022-03-04 08:36:10.060746
jonzherka,https://clips.twitch.tv/ColdbloodedTardyMarrowOSkomodo-TkSDYmR5VXRAkwcu/edit,18,12.71,1.42,2022-03-04 08:37:05.884587
jonzherka,https://clips.twitch.tv/DeadClumsyCookieBigBrother-mHBXZ47j61WBtE1s/edit,12,8.04,1.49,2022-03-04 08:38:18.732716
jonzherka,https://clips.twitch.tv/CalmCalmVelociraptorPeoplesChamp-9TDk7dv8GmU9Jwc3/edit,17,11.12,1.53,2022-03-04 08:38:50.516635
jonzherka,https://clips.twitch.tv/SavorySpicyTildeSuperVinlin-Dansyxf3K9YRDV99/edit,20,12.0,1.67,2022-03-04 08:40:04.405113
jonzherka,https://clips.twitch.tv/CuteThankfulMarrowHoneyBadger-0i3T9oK88AO0qxle/edit,17,10.61,1.6,2022-03-04 08:41:07.275715
jonzherka,https://clips.twitch.tv/ExuberantFancyMomDoggo-G_OzWLVL36WAiX4Z/edit,15,10.71,1.4,2022-03-04 08:41:38.198834
jonzherka,https://clips.twitch.tv/VastSlipperyHabaneroCopyThis-sdjjiPQAyDabcF5c/edit,21,14.37,1.46,2022-03-04 08:42:09.089162
jonzherka,https://clips.twitch.tv/SourPunchyChimpanzeeSpicyBoy-ksewI9ej22XFPy14/edit,13,9.08,1.43,2022-03-04 08:43:17.115421
jonzherka,https://clips.twitch.tv/SpineyEnchantingGarbageCorgiDerp-YMwDLuZvelQg2iyk/edit,22,15.18,1.45,2022-03-04 08:44:20.933864
jonzherka,https://clips.twitch.tv/BlueIgnorantTroutDoritosChip-ceZ56olGmz6tHlrw/edit,13,8.86,1.47,2022-03-04 08:45:51.811012
jonzherka,https://clips.twitch.tv/ColdbloodedPleasantVelociraptorChefFrank-A3jDuXpcbKu4b01g/edit,19,13.37,1.42,2022-03-04 08:46:12.600665
jonzherka,https://clips.twitch.tv/AltruisticSquareKuduPogChamp-y_69HqrA35NyDINS/edit,19,12.61,1.51,2022-03-04 08:47:19.575328
jonzherka,https://clips.twitch.tv/EvilSpookySnailBleedPurple-NVUiqPHsbl81UtYZ/edit,16,11.29,1.42,2022-03-04 08:48:49.720131
jonzherka,https://clips.twitch.tv/StupidProtectiveCucumberPrimeMe-BrCKlg_FWKutwXHt/edit,13,9.18,1.42,2022-03-04 08:49:44.617131
jonzherka,https://clips.twitch.tv/AmericanFrigidJellyfishTinyFace-UvyyI5tLnF_kwIVq/edit,19,13.04,1.46,2022-03-04 08:50:58.655887
jonzherka,https://clips.twitch.tv/FrigidAgreeableMooseDogFace-MoBIDNgutb-cJKA1/edit,12,8.2,1.46,2022-03-04 08:52:21.623100
jonzherka,https://clips.twitch.tv/RealFuriousPieOSkomodo-mw_EjFcrVaC7_wU3/edit,12,8.45,1.42,2022-03-04 08:53:04.622647
jonzherka,https://clips.twitch.tv/AmusedRefinedBulgogiSeemsGood-PoSNifZT-LtHTUF_/edit,13,8.61,1.51,2022-03-04 08:54:05.767482
jonzherka,https://clips.twitch.tv/ChillyBoxyDogCclamChamp-ZSrkngPlaHtM2mMu/edit,18,11.69,1.54,2022-03-04 08:54:26.756432
jonzherka,https://clips.twitch.tv/PolishedBreakableKangarooRaccAttack-ZbXh2QpvlsV4mR38/edit,19,13.31,1.43,2022-03-04 08:56:14.697647
jonzherka,https://clips.twitch.tv/BrightPrettiestSangPoooound-BEMjou_RVoGwIavo/edit,20,13.08,1.53,2022-03-04 08:58:03.744290
jonzherka,https://clips.twitch.tv/TubularPolishedClipsdadMrDestructoid-8qr6V1NNRG3hbVKq/edit,33,21.35,1.55,2022-03-04 08:58:24.633664
jonzherka,https://clips.twitch.tv/UnusualGoldenFlySMOrc-Gn6jUvw8wUMCs7px/edit,11,7.61,1.45,2022-03-04 09:00:23.630245
jonzherka,https://clips.twitch.tv/ObedientBlueTitanHassanChop-nBQHJ3oaC7bTaADc/edit,20,12.98,1.54,2022-03-04 09:01:21.475381
jonzherka,https://clips.twitch.tv/CrypticPunchyFiddleheadsSoonerLater-vGSiBLRA0kA-YOt_/edit,13,8.65,1.5,2022-03-04 09:02:27.498018
jonzherka,https://clips.twitch.tv/SuperRockyPresidentTTours-7Y1D8oXomCIpZ1ou/edit,19,13.1,1.45,2022-03-04 09:03:42.537041
jonzherka,https://clips.twitch.tv/ConsiderateTemperedOrcaRiPepperonis-TTBBmyZq4Ev-M3mG/edit,23,16.43,1.4,2022-03-04 09:05:06.721160
jonzherka,https://clips.twitch.tv/PrettyTawdryStarBlargNaut-9jwEOvLfiC5gyDFI/edit,9,6.27,1.44,2022-03-04 09:08:10.775841
jonzherka,https://clips.twitch.tv/ShakingOilyTitanCoolStoryBob-pqP-6PM9zLjAR02U/edit,10,5.39,1.86,2022-03-04 09:09:04.772833
jonzherka,https://clips.twitch.tv/FrigidTallKaleDeIlluminati-cXvpvCundQn9o2Gr/edit,17,10.67,1.59,2022-03-04 09:09:25.883787
jonzherka,https://clips.twitch.tv/ObliviousKindAlpacaDerp-Zzna9ZJ7Jyv1LgWV/edit,11,7.59,1.45,2022-03-04 09:11:17.950592
jonzherka,https://clips.twitch.tv/TrappedPeacefulQueleaGingerPower-agRDnCPVEkAGTkGc/edit,10,6.9,1.45,2022-03-04 09:12:13.980168
jonzherka,https://clips.twitch.tv/DullFlaccidPorpoisePeoplesChamp-gxGWpxiDIqjV1SGh/edit,12,8.12,1.48,2022-03-04 09:12:34.789492
jonzherka,https://clips.twitch.tv/AnnoyingDoubtfulConsoleDogFace-sissAlEwGux9NnrX/edit,13,8.12,1.6,2022-03-04 09:14:14.686764
jonzherka,https://clips.twitch.tv/VastEnthusiasticSharkDancingBaby-IcrlGW7z3NE31Jms/edit,18,12.18,1.48,2022-03-04 09:14:42.750249
jonzherka,https://clips.twitch.tv/ArbitraryLovelyBaguetteCoolStoryBob-z766CcKl9uMikube/edit,26,18.35,1.42,2022-03-04 09:15:03.965017
jonzherka,https://clips.twitch.tv/FrozenBigSpindleOSkomodo-dUqY3tyTaAIei9rb/edit,25,14.16,1.77,2022-03-04 09:17:05.893176
jonzherka,https://clips.twitch.tv/SincereBadDadOSfrog-Q3KwURkJKahd2-H8/edit,21,13.88,1.51,2022-03-04 09:18:43.070707
jonzherka,https://clips.twitch.tv/ExuberantAnnoyingWasabiOSsloth-KzfKQcB2jTp0q62s/edit,39,25.16,1.55,2022-03-04 09:19:03.886288
jonzherka,https://clips.twitch.tv/CoweringSpotlessMonitorCmonBruh-vAGq1uBMr7GON-Oh/edit,17,11.59,1.47,2022-03-04 09:20:58.090720
jonzherka,https://clips.twitch.tv/CourageousBigGorillaOptimizePrime-GWByjBS6RbBg6BAd/edit,15,10.27,1.46,2022-03-04 09:22:53.249865
jonzherka,https://clips.twitch.tv/ClearSullenYakinikuBudBlast-G3piVYNKb6KDh81j/edit,25,13.76,1.82,2022-03-04 09:23:14.212415
jonzherka,https://clips.twitch.tv/TolerantIgnorantEyeballSMOrc-swfi6o3BUo_8CyFJ/edit,24,16.8,1.43,2022-03-04 09:24:21.371638
jonzherka,https://clips.twitch.tv/AlluringAnimatedWatercressDogFace-u59RKJ5FsvRO87oL/edit,13,8.94,1.45,2022-03-04 09:27:38.458995
jonzherka,https://clips.twitch.tv/CrypticSpikyTortoisePJSugar-ujYbPTwhO1KKeIvj/edit,15,9.96,1.51,2022-03-04 09:27:59.571069
jonzherka,https://clips.twitch.tv/MagnificentFrailCheeseStrawBeary-UHrrEGBt906ZE1pD/edit,16,10.76,1.49,2022-03-04 09:29:08.470728
jonzherka,https://clips.twitch.tv/GentleImpartialFiddleheadsTheThing-ftdRE9fZkH9DvH4A/edit,10,6.84,1.46,2022-03-04 09:30:20.562457
jonzherka,https://clips.twitch.tv/WealthyDoubtfulFalconBrainSlug-nSfgdezgH_RWJ54_/edit,17,9.2,1.85,2022-03-04 09:30:41.412398
jonzherka,https://clips.twitch.tv/ConfidentEndearingDinosaurPRChase-k9pSLgFGcRNBz6eA/edit,11,7.8,1.41,2022-03-04 09:31:59.584538
jonzherka,https://clips.twitch.tv/EagerInterestingWhalePMSTwin-FIR0opzu9jtpDuvD/edit,17,11.63,1.46,2022-03-04 09:32:36.448310
jonzherka,https://clips.twitch.tv/ExquisiteAlertToothHassanChop-gGzAlnru_QQDhQBX/edit,22,14.98,1.47,2022-03-04 09:33:32.304695
jonzherka,https://clips.twitch.tv/DullArtsyMinkEagleEye-xaIqL75qB2X6UNBr/edit,35,22.49,1.56,2022-03-04 09:33:53.200602
jonzherka,https://clips.twitch.tv/DirtyDirtyDiamondANELE-y2akNxJiD7_xnX5Q/edit,25,16.76,1.49,2022-03-04 09:35:30.330954
jonzherka,https://clips.twitch.tv/SpinelessMagnificentOrcaCharlieBitMe-Ye8WvX_jQijCAXU3/edit,20,14.27,1.4,2022-03-04 09:37:07.456448
jonzherka,https://clips.twitch.tv/TenaciousUninterestedBananaKevinTurtle-fMEbufwxT6ZghVFd/edit,12,8.0,1.5,2022-03-04 09:38:39.562384
jonzherka,https://clips.twitch.tv/ThoughtfulFreezingDogAliens-FEwX89GUkAz7YSpe/edit,16,10.65,1.5,2022-03-04 09:39:00.423951
jonzherka,https://clips.twitch.tv/SpikyPerfectMetalSoBayed-uZouFjvxPsVJkK8t/edit,15,10.55,1.42,2022-03-04 09:40:02.282108
jonzherka,https://clips.twitch.tv/KitschyPleasantNewtJKanStyle--DYzZHKMUlGiA6ph/edit,30,18.73,1.6,2022-03-04 09:40:23.240627
jonzherka,https://clips.twitch.tv/CredulousViscousPineapplePastaThat-khNUbQFchh5kZeNA/edit,10,7.06,1.42,2022-03-04 09:42:20.222461
jonzherka,https://clips.twitch.tv/FantasticSuperLegYouDontSay-3NsYEEA0fUNk4GHw/edit,32,12.59,2.54,2022-03-04 09:42:41.019520
jonzherka,https://clips.twitch.tv/PatientSuperTomatoKAPOW-IKTScb8fzyuHmUhh/edit,19,12.86,1.48,2022-03-04 09:43:57.994105
jonzherka,https://clips.twitch.tv/CarelessThoughtfulAsparagusPJSugar-lbb4oW6xu4WneuY5/edit,5,3.39,1.48,2022-03-04 09:46:32.145316
jonzherka,https://clips.twitch.tv/RelatedGoodFloofPastaThat-qcT1IFBY2EmAsJOe/edit,17,5.76,2.95,2022-03-04 09:46:53.048983
jonzherka,https://clips.twitch.tv/PlayfulAmusedAlmondMau5-y4oB0g-1UkpZQokS/edit,22,15.41,1.43,2022-03-04 09:47:48.047243
jonzherka,https://clips.twitch.tv/ThoughtfulKindSandwichPartyTime-rx060aZVyQGlfxNv/edit,11,7.55,1.46,2022-03-04 09:50:01.054154
jonzherka,https://clips.twitch.tv/HilariousCorrectBillSeemsGood-Sw-o02m7Mm5rq_g7/edit,8,5.55,1.44,2022-03-04 09:51:01.101285
jonzherka,https://clips.twitch.tv/ResilientBusyAnacondaPanicBasket-EM_15hXS4c4D7TX8/edit,10,6.94,1.44,2022-03-04 09:51:25.997932
jonzherka,https://clips.twitch.tv/GorgeousTastyMonitorUWot-eU68m2L5VrMdH5io/edit,16,10.59,1.51,2022-03-04 09:51:46.795752
jonzherka,https://clips.twitch.tv/EnthusiasticTiredFlyPeanutButterJellyTime-iiUtUeXbbAJOcmks/edit,12,8.33,1.44,2022-03-04 09:53:19.985854
jonzherka,https://clips.twitch.tv/PricklyAcceptablePanDxAbomb-KPFUkoOwNpmFc1L2/edit,9,6.1,1.47,2022-03-04 09:54:22.826217
jonzherka,https://clips.twitch.tv/ZanySmokyPoultryBabyRage-OT00mSMydprYW5uY/edit,13,8.98,1.45,2022-03-04 09:54:43.621028
jonzherka,https://clips.twitch.tv/DaintyResourcefulQueleaDendiFace-s4giTjtLz-UdENlB/edit,20,11.71,1.71,2022-03-04 09:55:04.605307
jonzherka,https://clips.twitch.tv/HappyFuriousGarbageOneHand-j1A4KFrp398Eljt3/edit,19,13.47,1.41,2022-03-04 09:56:35.642469
jonzherka,https://clips.twitch.tv/ResourcefulTallLapwingDeIlluminati-kMml2O1R8Pl6JA-n/edit,22,14.92,1.47,2022-03-04 09:57:07.498528
jonzherka,https://clips.twitch.tv/VibrantRelatedPieGivePLZ-1i1y7opkUEWb4l2c/edit,18,11.59,1.55,2022-03-04 09:58:14.823199
jonzherka,https://clips.twitch.tv/ComfortableFrigidCheetahResidentSleeper-LMTbDacxjAtdUE8u/edit,12,8.49,1.41,2022-03-04 09:59:08.891199
jonzherka,https://clips.twitch.tv/VictoriousAssiduousClipzSoonerLater-tup4QUfw7QsfPxT8/edit,19,11.33,1.68,2022-03-04 09:59:39.990608
jonzherka,https://clips.twitch.tv/LovelyImpartialCheeseWOOP-wv1vb28K2L9q8f7j/edit,26,17.63,1.47,2022-03-04 10:00:17.929317
jonzherka,https://clips.twitch.tv/CallousOptimisticMochaMcaT-gpTXJtM5rUP_dErj/edit,22,14.88,1.48,2022-03-04 10:03:03.858778
jonzherka,https://clips.twitch.tv/SillyHotSardineFrankerZ-bb3ifxxtaMjTojPU/edit,18,12.76,1.41,2022-03-04 10:04:08.922699
jonzherka,https://clips.twitch.tv/DelightfulWealthyDumplingsMoreCowbell-EpvSMkhTFXfkMT_I/edit,25,17.69,1.41,2022-03-04 10:05:11.801604
jonzherka,https://clips.twitch.tv/SpoopyEphemeralMinkDeIlluminati-VfVgQL3zCBwujBhQ/edit,15,10.08,1.49,2022-03-04 10:07:45.793325
jonzherka,https://clips.twitch.tv/ManlyCoyMetalVoHiYo-H3mSZdSGZ60LJ24-/edit,31,20.88,1.48,2022-03-04 10:08:06.696850
jonzherka,https://clips.twitch.tv/InventiveInventiveMartenFrankerZ-5k_lRT_XmPsFirrl/edit,23,15.14,1.52,2022-03-04 10:09:20.842430
jonzherka,https://clips.twitch.tv/CuriousSpookyIguanaM4xHeh-_Q-vev_nCYqSgd4B/edit,18,12.45,1.45,2022-03-04 10:10:42.765960
jonzherka,https://clips.twitch.tv/FancyWimpyWalletFrankerZ-18TKRKtel_rErzdo/edit,21,14.43,1.46,2022-03-04 10:11:06.495738
jonzherka,https://clips.twitch.tv/MiniatureModernPresidentShadyLulu-djIwQlhZYNhfQuA2/edit,26,17.43,1.49,2022-03-04 10:12:38.530331
jonzherka,https://clips.twitch.tv/SavoryWanderingJaguarPMSTwin-Wu8bR3oiKWo3e0VU/edit,82,34.73,2.36,2022-03-04 10:12:59.527219
jonzherka,https://clips.twitch.tv/TangentialMildSalmonCclamChamp-noLp3OezaucqZOgI/edit,74,52.76,1.4,2022-03-04 10:13:50.521698
jonzherka,https://clips.twitch.tv/RelentlessAgreeableCakePrimeMe-arRtrYTE-4s-XfUL/edit,22,14.55,1.51,2022-03-04 10:15:44.613064
jonzherka,https://clips.twitch.tv/RelatedSneakyPuppyKeyboardCat-mJMgoUhUoCEmg8N9/edit,38,23.45,1.62,2022-03-04 10:16:05.644970
jonzherka,https://clips.twitch.tv/PleasantTastySandwichUncleNox-NzBkl64AuDlENbNt/edit,34,22.71,1.5,2022-03-04 10:18:14.780360
jonzherka,https://clips.twitch.tv/GrotesqueMoldyPeachGrammarKing-flxEmII6GopnWC9I/edit,42,27.8,1.51,2022-03-04 10:19:51.746831
jonzherka,https://clips.twitch.tv/GiftedSmoothAsparagusNotLikeThis-xxn0KxmUgEMp3CiX/edit,94,51.18,1.84,2022-03-04 10:20:12.579574
jonzherka,https://clips.twitch.tv/ElegantCrispyMarrowPeteZaroll-zbzEqoLBylKuzZOy/edit,22,15.04,1.46,2022-03-04 10:22:04.465507
jonzherka,https://clips.twitch.tv/NeighborlyNastyFishPermaSmug-QWBrZgqfg_8ogxwO/edit,50,26.67,1.87,2022-03-04 10:22:25.337040
jonzherka,https://clips.twitch.tv/TriangularBovineArmadilloEagleEye-eqYYoLIeKBDqzyAo/edit,17,11.73,1.45,2022-03-04 10:25:45.409270
jonzherka,https://clips.twitch.tv/BashfulCooperativeMallardKevinTurtle-BqIl3bQd4yIV1EBb/edit,21,14.39,1.46,2022-03-04 10:27:01.617281
jonzherka,https://clips.twitch.tv/BreakablePhilanthropicCurlewTF2John-tf8CFhv_SCHROqWg/edit,30,21.02,1.43,2022-03-04 10:27:46.519984
jonzherka,https://clips.twitch.tv/TameBigCheeseSquadGoals-D_oLY5mcl_P401bb/edit,23,15.27,1.51,2022-03-04 10:30:11.444488
jonzherka,https://clips.twitch.tv/ShinyCovertGoldfishKreygasm-kK4SokfRlCEmVIpG/edit,31,21.65,1.43,2022-03-04 10:30:32.438286
jonzherka,https://clips.twitch.tv/LongShortReubenLeeroyJenkins-iso5YWxLa9IAWq5i/edit,31,21.76,1.42,2022-03-04 10:31:26.301177
jonzherka,https://clips.twitch.tv/DaintyAmusedSoybeanChocolateRain-7Fq-waEv7qcma5PD/edit,21,14.67,1.43,2022-03-04 10:33:08.174537
jonzherka,https://clips.twitch.tv/VainAggressiveSkirretJonCarnage-zdDZ8XmbdgSvGpQT/edit,20,13.67,1.46,2022-03-04 10:35:07.176107
jonzherka,https://clips.twitch.tv/AcceptableYummyPidgeonDeIlluminati-VclcrmSoqrjYyD2Q/edit,28,18.14,1.54,2022-03-04 10:35:29.990303
jonzherka,https://clips.twitch.tv/CleanMistyBubbleteaDancingBanana-ncmrFZgLy-x-Ee-Q/edit,23,16.0,1.44,2022-03-04 10:36:50.198387
jonzherka,https://clips.twitch.tv/DiligentFrailChinchillaPupper-lj0Eo1WLGtWqxMiN/edit,17,11.29,1.51,2022-03-04 10:39:07.436815
jonzherka,https://clips.twitch.tv/BoredNeighborlyRaisinMrDestructoid-Y83shp3Ai9SNjXA9/edit,13,8.86,1.47,2022-03-04 10:40:46.356883
