channel,url,inc,avg,diff,time
ahrelevant,https://clips.twitch.tv/FragileBusyHamStinkyCheese-bfdobBOj43U067Sr/edit,6,3.24,1.85,2022-03-07 17:55:06.551654
ahrelevant,https://clips.twitch.tv/AthleticTenderWheelChefFrank-T0NM4v3DmtTlOnTm/edit,10,5.2,1.92,2022-03-07 18:00:11.520326
ahrelevant,https://clips.twitch.tv/FastFlirtyMonkeyCoolStoryBob-iYl3ScjDmNb24x2A/edit,6,3.02,1.99,2022-03-07 18:03:04.417330
ahrelevant,https://clips.twitch.tv/FunnyCuriousKuduWTRuck-xV9kNNmrGRRaRmwh/edit,7,3.51,1.99,2022-03-07 18:04:46.357787
ahrelevant,https://clips.twitch.tv/RelievedShinyHippoMingLee-lfM26YiZW4M1696R/edit,24,10.65,2.25,2022-03-07 18:05:07.013612
ahrelevant,https://clips.twitch.tv/BlatantSuccessfulClipzWholeWheat-RBfPOdqqeYzDM4Bt/edit,2,1.08,1.85,2022-03-07 18:09:26.899945
ahrelevant,https://clips.twitch.tv/BreakableCourageousCocoaNotATK-eS9TnKAWNroudvmH/edit,5,2.41,2.08,2022-03-07 18:09:47.746554
ahrelevant,https://clips.twitch.tv/IcySneakyHumanTheTarFu-0Gw6G7t6IxOjwGkL/edit,6,2.8,2.15,2022-03-07 18:10:47.440074
ahrelevant,https://clips.twitch.tv/ViscousKindHeronSMOrc-LVge5-L3jA5vAGQz/edit,9,4.88,1.85,2022-03-07 18:13:18.346707
ahrelevant,https://clips.twitch.tv/FaintAnimatedTaroM4xHeh-xla61qQqFHkEiqVp/edit,4,2.12,1.88,2022-03-07 18:16:05.146009
ahrelevant,https://clips.twitch.tv/JoyousBreakableKoalaWholeWheat-GGTlB_Ue-nsExFLl/edit,8,3.47,2.31,2022-03-07 18:18:07.897550
ahrelevant,https://clips.twitch.tv/FastYummyEyeballM4xHeh-pDD65iQ9HxwP7skh/edit,9,4.96,1.81,2022-03-07 18:19:21.604962
ahrelevant,https://clips.twitch.tv/SneakyArtsyPelicanTwitchRPG-XhcUHti5qF9R_49o/edit,13,6.92,1.88,2022-03-07 18:20:12.316086
ahrelevant,https://clips.twitch.tv/SpikyLitigiousChickpeaSpicyBoy-Igbuw9L_deV0bZ3o/edit,8,3.43,2.33,2022-03-07 18:24:02.214033
ahrelevant,https://clips.twitch.tv/TangibleBlueFishPanicVis-jjzge0VyNOA34a09/edit,5,2.57,1.94,2022-03-07 18:26:58.342553
ahrelevant,https://clips.twitch.tv/LivelyShortAppleDancingBaby-3lQ9D1FUwFqJOtjG/edit,10,4.78,2.09,2022-03-07 18:27:19.003090
ahrelevant,https://clips.twitch.tv/RudeTrustworthyCaterpillarItsBoshyTime-htQ2TeXQAyaI15LF/edit,5,2.18,2.29,2022-03-07 18:29:23.762601
ahrelevant,https://clips.twitch.tv/BetterTrappedCroquetteWholeWheat-DR-9QuY1dAhkzRH_/edit,6,3.1,1.93,2022-03-07 18:29:56.534529
ahrelevant,https://clips.twitch.tv/OnerousUninterestedChowderPoooound-Op-CqcJEO9rCI0tN/edit,6,3.33,1.8,2022-03-07 18:31:12.276448
ahrelevant,https://clips.twitch.tv/AnimatedDullPartridgeArsonNoSexy-_W8nYBxMdWUYDW-u/edit,9,4.92,1.83,2022-03-07 18:31:32.947876
ahrelevant,https://clips.twitch.tv/ElatedArbitraryCoyotePMSTwin-2_nS7danmcc1PyUV/edit,9,4.02,2.24,2022-03-07 18:35:37.216649
ahrelevant,https://clips.twitch.tv/BlushingInventiveGrasshopperDancingBaby-yUcJKvMii-jaB3TJ/edit,6,2.82,2.13,2022-03-07 18:38:23.097692
ahrelevant,https://clips.twitch.tv/SarcasticMotionlessGalagoOMGScoots-4zrxiLvwvJFyoj6P/edit,10,4.47,2.24,2022-03-07 18:38:43.854719
ahrelevant,https://clips.twitch.tv/SolidCuriousFoxMingLee-E3YvtmuBnQ8dLHDA/edit,5,2.14,2.33,2022-03-07 18:41:49.874066
ahrelevant,https://clips.twitch.tv/AmericanOriginalDumplingsKappa-Uc2wjqfXIZXC7e1T/edit,3,1.51,1.99,2022-03-07 18:45:36.734831
ahrelevant,https://clips.twitch.tv/EnchantingTangentialMangetoutDoggo-7t_6sMeltStOItto/edit,4,1.96,2.04,2022-03-07 18:46:43.446830
ahrelevant,https://clips.twitch.tv/BlightedHappyPeafowlCmonBruh-R1rhAYMcI2IhQF_t/edit,5,2.76,1.81,2022-03-07 18:47:31.466706
ahrelevant,https://clips.twitch.tv/ProductiveResilientRaisinMikeHogu-DANKqEml9ZClHO94/edit,6,2.41,2.49,2022-03-07 18:49:21.209944
ahrelevant,https://clips.twitch.tv/OnerousHardPigCharlieBitMe-cxQec49gSbxsdy8U/edit,6,3.33,1.8,2022-03-07 18:51:00.942146
ahrelevant,https://clips.twitch.tv/ObservantPlayfulHamsterTheTarFu-LrPQyfIsknvIIXXW/edit,6,3.33,1.8,2022-03-07 18:51:27.946069
ahrelevant,https://clips.twitch.tv/HealthyDarkParrotRlyTho-NJqf0C7acSGTU7GS/edit,6,3.24,1.85,2022-03-07 18:53:01.875202
ahrelevant,https://clips.twitch.tv/LachrymoseImpartialOpossumCoolStoryBro-O0xiYKIZDR06_F12/edit,3,1.47,2.04,2022-03-07 18:54:58.968474
ahrelevant,https://clips.twitch.tv/RepleteDifficultYogurtBudStar-HjgQ8AXfDYeZRTOw/edit,4,2.16,1.85,2022-03-07 18:55:23.807320
ahrelevant,https://clips.twitch.tv/BumblingArbitraryYogurtYouDontSay-rHJgX2hrVHmXevR_/edit,2,1.06,1.88,2022-03-07 18:57:06.560018
ahrelevant,https://clips.twitch.tv/AbnegateBigNigiriWholeWheat-fMNCAwXW3wWxhgOJ/edit,8,3.39,2.36,2022-03-07 18:57:27.562165
ahrelevant,https://clips.twitch.tv/CourageousArtsySkirretYee-1KHo_oILqxddJZ9T/edit,3,1.55,1.93,2022-03-07 18:59:55.531140
ahrelevant,https://clips.twitch.tv/DullIcySnailArsonNoSexy-qAv_07E1bX4liK83/edit,6,3.1,1.93,2022-03-07 19:00:16.228237
ahrelevant,https://clips.twitch.tv/PeacefulWildPepperoniFreakinStinkin-QFm2cPftEnpwOkqV/edit,8,4.39,1.82,2022-03-07 19:00:56.993068
ahrelevant,https://clips.twitch.tv/TiredCarelessMelonEleGiggle-C-Hl0dXLf3tM89v6/edit,5,2.55,1.96,2022-03-07 19:03:20.755994
ahrelevant,https://clips.twitch.tv/CleanBlushingPastaWTRuck-rcaa-JUoabRvz4N4/edit,5,2.41,2.08,2022-03-07 19:04:18.888943
ahrelevant,https://clips.twitch.tv/TemperedPuzzledFloofBCWarrior-y7fYrV4I5Yg5pKo0/edit,4,2.04,1.96,2022-03-07 19:05:20.763341
ahrelevant,https://clips.twitch.tv/PoisedFriendlyLemurPastaThat-9OEBVLZmJlbB-3Q3/edit,5,2.55,1.96,2022-03-07 19:08:27.641293
ahrelevant,https://clips.twitch.tv/GenerousRockyCoyoteBlargNaut-loIev7NPvisQm5JV/edit,4,1.73,2.31,2022-03-07 19:10:41.624267
ahrelevant,https://clips.twitch.tv/PreciousHardHamDuDudu-BbIs7stvIW6qySkA/edit,8,3.84,2.09,2022-03-07 19:11:02.490627
destiny,https://clips.twitch.tv/AnimatedSquareGarbageMcaT-Gfm7NxCQ3LF3q_3i/edit,13,7.02,1.85,2022-03-08 00:11:01.677791
destiny,https://clips.twitch.tv/HeartlessRenownedFungusKeepo-rQ6_1o9zBjQVbEQ_/edit,28,15.29,1.83,2022-03-08 00:11:22.450084
destiny,https://clips.twitch.tv/ColdBrainyKumquatSuperVinlin-Xtcn7qfHekBGQ5qV/edit,10,5.33,1.88,2022-03-08 00:13:46.469686
destiny,https://clips.twitch.tv/CogentSucculentPizzaSMOrc-qUFO_ZpxFir0Iar8/edit,8,4.31,1.86,2022-03-08 00:17:05.490771
destiny,https://clips.twitch.tv/FlirtyPoorFoxMcaT-M8HoHtOItz5eGo3U/edit,10,5.2,1.92,2022-03-08 00:19:41.346189
destiny,https://clips.twitch.tv/RoughShinyTardigradeMcaT-nbD_VhAJf3Z-gO3s/edit,15,7.96,1.88,2022-03-08 00:21:53.242117
destiny,https://clips.twitch.tv/BadRoundAmazonBleedPurple-9spfJ-5pGuioIN5y/edit,21,11.55,1.82,2022-03-08 00:25:40.649735
destiny,https://clips.twitch.tv/BoredPoliteSalamanderTheThing-X6Qj4t7jgpmvGYz5/edit,25,13.06,1.91,2022-03-08 00:29:19.731954
destiny,https://clips.twitch.tv/EnergeticArtisticTomatoJonCarnage-IU6jPCswig7EEhx8/edit,23,12.47,1.84,2022-03-08 00:32:01.597338
destiny,https://clips.twitch.tv/KathishBlatantKoalaTF2John-6amGYUcocZKC3URO/edit,29,15.92,1.82,2022-03-08 00:34:12.658308
destiny,https://clips.twitch.tv/RelatedMoistElephantHoneyBadger-GGKePG4IpmuTUg3b/edit,40,21.86,1.83,2022-03-08 00:34:58.688008
destiny,https://clips.twitch.tv/GlamorousAmusedScallionCoolStoryBro-j-BKjZCyMBBGHNqZ/edit,15,6.71,2.23,2022-03-08 00:39:23.958545
destiny,https://clips.twitch.tv/OutstandingClumsyCheeseCclamChamp-vUJWfIQAXcVC7XC5/edit,20,9.94,2.01,2022-03-08 00:42:52.125969
destiny,https://clips.twitch.tv/ElatedClumsyLegRalpherZ-_QzN_o_tYG5EAnvf/edit,5,2.57,1.94,2022-03-08 00:45:28.001312
destiny,https://clips.twitch.tv/BenevolentAcceptablePenguinRiPepperonis-k_OGtt558P2cgT-F/edit,7,3.78,1.85,2022-03-08 00:47:55.844594
destiny,https://clips.twitch.tv/HotDistinctCheesecakePhilosoraptor-gCFMWxFI6pg27zEw/edit,5,2.67,1.87,2022-03-08 00:50:07.788562
destiny,https://clips.twitch.tv/EnticingLaconicHawkMoreCowbell-pl-PjO5B4dk63-nC/edit,8,4.1,1.95,2022-03-08 00:53:57.736309
destiny,https://clips.twitch.tv/ExquisiteGenerousSpindleBudBlast-l2yUTaw95X0bI_pv/edit,7,3.82,1.83,2022-03-08 00:56:56.683830
destiny,https://clips.twitch.tv/PowerfulLachrymoseNoodleBabyRage-g_3EhKhnmubvxdXG/edit,10,5.45,1.84,2022-03-08 00:57:28.641094
destiny,https://clips.twitch.tv/BovineAlluringPidgeonOneHand-MJ3XddkWf7LOwGYb/edit,7,3.08,2.27,2022-03-08 01:02:50.698055
destiny,https://clips.twitch.tv/MiniatureSuaveShingleHotPokket-xKBdDw69nuh71jpv/edit,20,8.43,2.37,2022-03-08 01:03:11.472045
destiny,https://clips.twitch.tv/GleamingTriumphantReindeerTooSpicy-nr1An7MfdsJA1ReL/edit,10,5.04,1.98,2022-03-08 01:11:45.675487
destiny,https://clips.twitch.tv/BlitheWanderingDragonfruitRedCoat-v5CLhFdgDeXclWbc/edit,13,7.1,1.83,2022-03-08 01:15:57.629554
destiny,https://clips.twitch.tv/MagnificentBusyWatercressTwitchRPG-VjE8a6BNmak-BzRK/edit,10,5.55,1.8,2022-03-08 01:17:00.409328
destiny,https://clips.twitch.tv/SeductivePeppyTomatoEagleEye-zlHygcHCO1mdErSF/edit,17,9.02,1.88,2022-03-08 01:25:20.750769
destiny,https://clips.twitch.tv/PleasantBraveSproutOMGScoots-21utaeWXoWFqlIiM/edit,11,6.06,1.81,2022-03-08 01:26:32.755664
destiny,https://clips.twitch.tv/InnocentAcceptableKathyDancingBanana-dh3EcHmC29JEH7Y8/edit,9,4.88,1.85,2022-03-08 01:31:52.872362
destiny,https://clips.twitch.tv/TameBloodyKoupreyBCouch-Y63Sz-T7ZAQ_CnHl/edit,5,2.69,1.86,2022-03-08 01:34:02.720907
destiny,https://clips.twitch.tv/EvilAdorableLyrebirdKappaPride-5iapLUH-6TNs8nCd/edit,8,3.84,2.09,2022-03-08 01:34:31.578892
destiny,https://clips.twitch.tv/SparklyTawdryShrewTF2John-tY14-OVpB2iiEzWM/edit,9,4.94,1.82,2022-03-08 01:38:46.687473
destiny,https://clips.twitch.tv/HardBlueDunlinPhilosoraptor-i_dREV7my4nKJuCL/edit,5,2.73,1.83,2022-03-08 01:40:13.622880
destiny,https://clips.twitch.tv/LazyBumblingPancakeTriHard-hgcN004w8oRUd913/edit,6,3.29,1.83,2022-03-08 01:41:44.418001
destiny,https://clips.twitch.tv/SmoothInquisitiveWhaleOSsloth-qBHCKfbp1siAnW_H/edit,27,10.67,2.53,2022-03-08 01:42:05.232505
destiny,https://clips.twitch.tv/CrypticDignifiedOrangeANELE-0PqJ122sHv3B0Zq9/edit,18,9.45,1.9,2022-03-08 01:43:40.998358
destiny,https://clips.twitch.tv/BenevolentFamousMetalTheThing-M16XzBq4gZaMKS5R/edit,11,5.65,1.95,2022-03-08 01:45:12.803756
destiny,https://clips.twitch.tv/CleanSlipperyGoshawkYee-LBLEcbe0VTI-nk-w/edit,23,9.41,2.44,2022-03-08 01:45:33.599546
destiny,https://clips.twitch.tv/HumbleSuperChimpanzeeStoneLightning-C2tZViP9P1IXQLxV/edit,37,18.45,2.01,2022-03-08 01:49:15.673908
destiny,https://clips.twitch.tv/SuaveVainShingleSaltBae-QXNwuwV0YRgRc-t-/edit,12,6.35,1.89,2022-03-08 01:50:56.504589
destiny,https://clips.twitch.tv/SpinelessSilkyLouseHotPokket-aCXNnjgscf5tpx2x/edit,20,9.63,2.08,2022-03-08 01:52:27.308476
destiny,https://clips.twitch.tv/CrowdedBusyAdminPartyTime-r_vfUCkRGfZ9Atol/edit,9,4.88,1.85,2022-03-08 01:55:23.225326
destiny,https://clips.twitch.tv/DrabTsundereSoymilkKlappa-NAmrfZ55-V7-RCLn/edit,6,3.2,1.87,2022-03-08 01:56:46.093424
destiny,https://clips.twitch.tv/OpenHotStorkTwitchRPG-hBnPLAnZ6cFC8Oz7/edit,6,3.0,2.0,2022-03-08 01:57:40.010483
destiny,https://clips.twitch.tv/MoistBraveBottleDoggo-aWrOPWAKvK4xlcXg/edit,6,2.98,2.01,2022-03-08 01:58:26.964928
destiny,https://clips.twitch.tv/ComfortableCrazyPeachKAPOW-GdQBOH3WbTFgDccj/edit,7,3.61,1.94,2022-03-08 02:00:30.164418
destiny,https://clips.twitch.tv/SolidPluckySangSSSsss-g0E4RLoYbDW9o43L/edit,14,7.47,1.87,2022-03-08 02:01:19.926951
destiny,https://clips.twitch.tv/NimbleScaryCattlePartyTime-gWOaEQC8Zncdpb4M/edit,6,3.31,1.81,2022-03-08 02:05:52.966301
destiny,https://clips.twitch.tv/TastyComfortablePotatoHassanChop-x9jIjMU8gHEKIdH7/edit,12,5.8,2.07,2022-03-08 02:07:12.758496
destiny,https://clips.twitch.tv/RockyAmorphousFinchCharlieBitMe-dR7vYQ-fGzqZXy1C/edit,15,8.22,1.82,2022-03-08 02:07:47.745724
destiny,https://clips.twitch.tv/BlindingTemperedArtichokeTakeNRG-pTckr_Eg-Mjy5EEC/edit,10,4.9,2.04,2022-03-08 02:11:25.745728
destiny,https://clips.twitch.tv/EagerInventiveOtterSMOrc-ydLVgu4UVXFt0D7Y/edit,10,3.96,2.53,2022-03-08 02:14:19.800579
destiny,https://clips.twitch.tv/EmpathicLazyBurritoKlappa-BZo3i2_nV897RcAy/edit,5,2.55,1.96,2022-03-08 02:18:59.808765
destiny,https://clips.twitch.tv/MoralProudBorkPicoMause-illyiGQ6Q0dkPZ8b/edit,6,3.08,1.95,2022-03-08 02:19:22.552160
destiny,https://clips.twitch.tv/ImportantTolerantEggplantSoBayed-lCLeOdOUhYXe4rUS/edit,11,5.43,2.03,2022-03-08 02:25:01.589463
destiny,https://clips.twitch.tv/LuckyYummyDuckOneHand-m1S5HCUfVdf8tRCM/edit,23,11.78,1.95,2022-03-08 02:25:22.386022
destiny,https://clips.twitch.tv/AltruisticSmilingBeanCoolStoryBro-BOB_DLfNJu2l9rwW/edit,13,6.96,1.87,2022-03-08 02:28:48.298664
destiny,https://clips.twitch.tv/FunnyCovertGoldfishDBstyle-7PyRv_K_pgBnRQPo/edit,17,8.92,1.91,2022-03-08 02:29:18.059039
destiny,https://clips.twitch.tv/ArtisticHealthyCheeseGingerPower-nl3dFImZfm9auwbg/edit,10,4.86,2.06,2022-03-08 02:33:51.110280
destiny,https://clips.twitch.tv/OutstandingCrispyBatDansGame-Dg17tlRt5ZKfyE58/edit,11,6.1,1.8,2022-03-08 02:35:51.969125
destiny,https://clips.twitch.tv/WonderfulFaithfulAlbatrossDerp-QvQriC6SNY1_PZDm/edit,7,3.67,1.91,2022-03-08 02:38:20.824983
xqcow,https://clips.twitch.tv/KnottyAthleticHippoWoofer-OPVgBPFZxcGXYB4r/edit,716,839.51,0.85,2022-03-22 10:19:00.913674
xqcow,https://clips.twitch.tv/GrossCrowdedSowGOWSkull-aI1nzYC7F6_5WaCY/edit,751,694.0,1.08,2022-03-22 10:29:19.341617
echo_esports,https://clips.twitch.tv/LuckyTransparentDill4Head-BsjGCy6kGNHILrNt/edit,60,72.39,0.83,2022-03-22 10:29:55.196288
xqcow,https://clips.twitch.tv/RoundSweetFriseeFeelsBadMan-YKJhansLjGde_JIQ/edit,864,771.41,1.12,2022-03-22 10:30:21.134633
fextralife,https://clips.twitch.tv/RockyStormyKleeCoolStoryBob-X9T1m7k3go1gRral/edit,9,11.12,0.81,2022-03-22 10:30:35.082877
echo_esports,https://clips.twitch.tv/SneakyAlertGalagoGOWSkull-fvGJ7RPgurZhUTMK/edit,38,45.29,0.84,2022-03-22 10:30:57.908069
xqcow,https://clips.twitch.tv/AuspiciousAverageOwlFeelsBadMan-uOUl5GluDHbwRIZn/edit,1038,877.39,1.18,2022-03-22 10:31:23.736360
fextralife,https://clips.twitch.tv/TameIgnorantCamelBatChest-UAvJS18xd0FgXDs7/edit,29,13.47,2.15,2022-03-22 10:31:37.446933
echo_esports,https://clips.twitch.tv/DelightfulCarelessLEDKlappa-R9bwuOpFwsUG4vRN/edit,56,52.22,1.07,2022-03-22 10:32:00.537278
xqcow,https://clips.twitch.tv/TrappedGoodTardigradePlanking-anxnXdkRV7dn5Dsa/edit,905,938.04,0.96,2022-03-22 10:32:26.425912
fextralife,https://clips.twitch.tv/InquisitiveColdPineapplePanicBasket-ujzbf5oV9gcVP4f-/edit,17,20.45,0.83,2022-03-22 10:32:46.398726
echo_esports,https://clips.twitch.tv/WealthyKindGiraffePMSTwin-ogscC-bhJxlMGelc/edit,36,44.27,0.81,2022-03-22 10:33:21.376920
xqcow,https://clips.twitch.tv/TemperedFancyChowderBigBrother-tDVsf6TzJRrQnqPU/edit,897,998.61,0.9,2022-03-22 10:33:29.328734
fextralife,https://clips.twitch.tv/BlitheBombasticPlumNomNom-dh4V_axR5WMYNFX7/edit,26,22.8,1.14,2022-03-22 10:33:49.306415
xqcow,https://clips.twitch.tv/GrossMildNigiriKreygasm-CWSkBmmSP4h6wqgx/edit,897,979.1,0.92,2022-03-22 10:34:31.231933
fextralife,https://clips.twitch.tv/ObedientToughHawkPJSalt-7K0j6O3ipi6I3duL/edit,28,23.73,1.18,2022-03-22 10:34:51.110475
xqcow,https://clips.twitch.tv/DoubtfulTallChickpeaCorgiDerp-hpdF-JzPbAW-Gcsq/edit,1136,958.14,1.19,2022-03-22 10:35:32.957124
echo_esports,https://clips.twitch.tv/ArbitraryDistinctFiddleheadsPraiseIt-i9CIT4atufZahjHj/edit,21,25.41,0.83,2022-03-22 10:35:44.839401
xqcow,https://clips.twitch.tv/DarlingImpartialMarjoramOpieOP-Hg_ViHeWJyP4ahFj/edit,947,1015.59,0.93,2022-03-22 10:36:34.685602
echo_esports,https://clips.twitch.tv/JazzyDepressedGarlicDogFace--wuIP0YVxFzI36OB/edit,32,23.08,1.39,2022-03-22 10:36:46.758879
fextralife,https://clips.twitch.tv/CleverFamousKeyboardTheRinger-gozwOJECYIp3MRMy/edit,16,18.71,0.85,2022-03-22 10:36:52.664759
xqcow,https://clips.twitch.tv/PoisedFantasticCheesePlanking-xMxM5A3TBXaavZTo/edit,1029,1055.76,0.97,2022-03-22 10:37:37.560294
fextralife,https://clips.twitch.tv/FitDirtyTomatoNerfBlueBlaster-otOb2UN_udeddVIF/edit,27,19.24,1.4,2022-03-22 10:37:54.482687
xqcow,https://clips.twitch.tv/GeniusPeppyMelonKappa-HbMermGILmpXRRSy/edit,802,962.63,0.83,2022-03-22 10:38:39.399957
echo_esports,https://clips.twitch.tv/ComfortableFilthyCrabSoonerLater-GogACiviD_Mj2qnj/edit,22,24.57,0.9,2022-03-22 10:38:42.402054
xqcow,https://clips.twitch.tv/MotionlessBadMelonKreygasm-GCpQ0_4OVxDOGDXG/edit,1263,1295.16,0.98,2022-03-22 10:46:37.030697
echo_esports,https://clips.twitch.tv/TardyToughAsparagusStrawBeary-zLmhgZX4w1i2vnhb/edit,61,41.16,1.48,2022-03-22 10:46:39.906083
xqcow,https://clips.twitch.tv/GloriousScrumptiousDiamondVoteYea-qHoNyQuRjZDhebK2/edit,1055,1111.92,0.95,2022-03-22 11:02:59.260580
echo_esports,https://clips.twitch.tv/DeliciousTacitCaribouTwitchRPG-CSXZ9LOU1X8x6TgI/edit,44,49.63,0.89,2022-03-22 11:03:10.206518
fextralife,https://clips.twitch.tv/SparklingBoldJuiceUnSane-dLuvTN7Mzi_2862o/edit,12,14.57,0.82,2022-03-22 11:03:38.187058
xqcow,https://clips.twitch.tv/ConfidentLongRaisinJonCarnage-latgfGGGs26QY7hu/edit,1129,1070.69,1.05,2022-03-22 11:04:22.399284
echo_esports,https://clips.twitch.tv/AcceptableAltruisticChickpeaStinkyCheese-wBoTvVpVIZFor17O/edit,86,48.49,1.77,2022-03-22 11:04:33.302065
xqcow,https://clips.twitch.tv/FrozenRelatedFerretPunchTrees-e_QBmv8HJKznjKTC/edit,1170,1083.61,1.08,2022-03-22 11:11:39.461539
fextralife,https://clips.twitch.tv/BrightTawdryDillPipeHype-rPMTvkSkB_zO2BX2/edit,18,21.88,0.82,2022-03-22 11:11:41.185606
echo_esports,https://clips.twitch.tv/NurturingIntelligentAntelopeArsonNoSexy-gTiX4-XaLQRxBiGT/edit,61,34.39,1.77,2022-03-22 11:11:43.094877
xqcow,https://clips.twitch.tv/DirtyAltruisticDiscPJSugar-oF4LG1YCEgzcfR7l/edit,1013,1089.92,0.93,2022-03-22 11:13:02.363510
fextralife,https://clips.twitch.tv/AltruisticObeseAmazonFloof-o9sedbwLxLjulwxw/edit,25,22.59,1.11,2022-03-22 11:13:04.069309
echo_esports,https://clips.twitch.tv/CrazyDiligentChimpanzeeDAESuppy-GBGBtj4iYPaBZr_V/edit,92,59.86,1.54,2022-03-22 11:13:05.886234
xqcow,https://clips.twitch.tv/SpinelessEncouragingPeanutTF2John-NEh7jeDLv3PEQYMf/edit,2367,2463.84,0.96,2022-03-22 11:59:37.706068
knut,https://clips.twitch.tv/RudeEnergeticAntTheThing-a8RsS7bykAkWpfB1/edit,106,63.88,1.66,2022-03-22 11:59:39.529705
jonzherka,https://clips.twitch.tv/ThirstyEndearingAlmondPeoplesChamp-7sGsrEp9Ix3vqUpO/edit,106,96.65,1.1,2022-03-22 11:59:41.556005
echo_esports,https://clips.twitch.tv/BombasticPiercingKaleFloof-ZOZ5hvhPWOmbZIGU/edit,522,234.29,2.23,2022-03-22 11:59:48.653475
cowsep,https://clips.twitch.tv/PlayfulFrigidLorisKeepo-oIKLwCc-MS29ptr1/edit,6,7.39,0.81,2022-03-22 12:01:57.092346
xqcow,https://clips.twitch.tv/PlayfulNaiveKangarooYouWHY-ESnFzNt-pHSAOjh3/edit,2435,2518.51,0.97,2022-03-22 12:03:23.318385
knut,https://clips.twitch.tv/ModernShinyParrotCclamChamp-We1dhrPudXL5PE6W/edit,164,96.96,1.69,2022-03-22 12:03:25.097025
jonzherka,https://clips.twitch.tv/DullAggressiveShingleWOOP-106etpTotFHKKnA5/edit,129,109.31,1.18,2022-03-22 12:03:26.839798
echo_esports,https://clips.twitch.tv/ImpartialSullenPterodactylHassanChop-exiUTliyMsuRCjvz/edit,292,349.59,0.84,2022-03-22 12:03:33.912100
cowsep,https://clips.twitch.tv/EphemeralTrappedWeaselYouDontSay-xN6xjlLfEIluyhkU/edit,19,9.18,2.07,2022-03-22 12:05:42.241103
xqcow,https://clips.twitch.tv/AltruisticArborealPancakeKappaRoss--Nb1Mv00X_qIG5HM/edit,2693,2513.31,1.07,2022-03-22 12:07:08.304841
jonzherka,https://clips.twitch.tv/RoughHealthyOxM4xHeh-zT4tUVp-0tjZ2ZcG/edit,141,123.14,1.15,2022-03-22 12:07:11.372511
echo_esports,https://clips.twitch.tv/PlainMoldyPistachioOptimizePrime-7UJgpNTHNHbSTSl8/edit,309,374.06,0.83,2022-03-22 12:07:18.335080
knut,https://clips.twitch.tv/CrazyRelentlessBunnyFeelsBadMan-ygSlH5G3vv84AiSl/edit,97,120.37,0.81,2022-03-22 12:07:56.253720
cowsep,https://clips.twitch.tv/ProudExquisiteFriseeDancingBaby-0RkXdOQ3Y2OyBdZM/edit,16,15.59,1.03,2022-03-22 12:09:27.279715
ahrelevant,https://clips.twitch.tv/ProtectiveCourteousPonyBleedPurple-2mhTE7Ui8g0C6zM9/edit,1,1.0,1.0,2022-03-23 16:07:21.443869
ahrelevant,https://clips.twitch.tv/BovineAthleticYogurtNononoCat-167-UvnF65sEHqyl/edit,7,3.89,1.8,2022-03-23 16:07:42.381995
ahrelevant,https://clips.twitch.tv/BelovedEnchantingWalletTinyFace-Q_rKUEtT4JCKe3ka/edit,27,24.33,1.11,2022-03-23 16:08:03.249324
ahrelevant,https://clips.twitch.tv/SpeedyCaringMartenANELE-YjuFE4rk5iJwxiWO/edit,32,19.67,1.63,2022-03-23 16:23:28.087080
asmongold,https://clips.twitch.tv/ImportantPhilanthropicDunlinBigBrother-3n8pXYxCxDT22AYG/edit,302,171.0,1.77,2022-03-23 16:23:30.967580
ahrelevant,https://clips.twitch.tv/AgreeableHelplessStingrayKappaClaus-KDgZtxGVHxgsLPQv/edit,51,40.0,1.27,2022-03-23 16:32:45.275408
destiny,https://clips.twitch.tv/KindGiantFishRickroll-fxTtktmHK0COrNGj/edit,35,29.33,1.19,2022-03-23 16:32:47.259878
asmongold,https://clips.twitch.tv/BlatantUninterestedGrouseRiPepperonis-byfMAY4siE98jYY1/edit,747,557.33,1.34,2022-03-23 16:32:49.142746
